"GEO_PERFORMANCE_REPORT (Apr 1, 2016-Jul 1, 2016)"
Day,Campaign ID,Campaign,Impressions,Clicks,All conv.,Cost,City,Country/Territory,Device
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040215,2356,Other
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,2840000,9040193,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,6640000,9040182,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,61,0,0.0,15630000,1007742,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040220,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,4000000,9040182,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040220,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),19,0,0.0,5820000,9040193,2356,Mobile devices with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,9,0,0.0,2810000,1007742,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),13,0,0.0,1130000,9040193,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),80,0,0.0,30520000,1007788,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,21,0,0.0,7890000,9040221,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,0,9050512,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),385,0,0.0,135920000,1007788,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,4270000,9050516,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,3,0,0.0,3000000,9040221,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2697,0,0.0,918280000,1007788,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),11,0,0.0,2080000,9040217,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),2812,0,0.0,1005930000,1007788,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),88,0,0.0,14950000,1007779,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050512,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050500,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,2060000,9050528,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,1900000,1007783,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,4,0,0.0,0,1007804,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,1690000,9040195,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,10,0,0.0,2750000,9040186,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,2620000,1007809,2356,Other
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050531,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,175,0,0.0,56990000,1007809,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),3830,0,0.0,1389070000,1007785,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,3050000,9050531,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,8,0,0.0,4360000,1007809,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,5170000,9040243,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,1550000,1007783,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),8,0,0.0,980000,9040186,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,14,0,0.0,7790000,1007804,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),278,0,0.0,99450000,1007785,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),22,0,0.0,6510000,1007787,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,0,9040195,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050497,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,1410000,9050497,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,1007819,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),18,0,0.0,5790000,9050505,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040176,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,2,0,0.0,2040000,9040194,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),33,0,0.0,15190000,1007805,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050505,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),181,0,0.0,129400000,1007753,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,1,0,0.0,0,9050499,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),11,0,0.0,1450000,1007776,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,10,0,0.0,0,1007751,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),204,0,0.0,70240000,1007751,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,1980000,1007776,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040228,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1167,0,0.0,619090000,1007751,2356,Computers
2016-04-11,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040244,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,2110000,9040169,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050499,2356,Tablets with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,3,0,0.0,0,9040173,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,11,0,0.0,3470000,1007799,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),144,0,0.0,43310000,1007799,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007776,2356,Other
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,0,9040174,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,2,0,0.0,2520000,9040222,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),6234,0,0.0,2447140000,1007751,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050499,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),16,0,0.0,10810000,1007776,2356,Tablets with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,175,0,0.0,75350000,1007751,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),40,0,0.0,6960000,1007777,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,75,0,0.0,16020000,1007800,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),26,0,0.0,4790000,9040183,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,2680000,9040214,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,1530000,9050529,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,72,0,0.0,28600000,1007800,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),36,0,0.0,12360000,9040231,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040245,2356,Other
2016-04-12,394914754,Hindware Rimless video promotion,11,0,0.0,2280000,9040223,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,2720000,9040223,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),42,0,0.0,16530000,9040205,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,970000,9040231,2356,Other
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),26,0,0.0,8940000,1007777,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,2,0,0.0,0,9040231,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040240,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1596,0,0.0,469740000,9040245,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,2470000,9040183,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),14,0,0.0,7750000,9040223,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,0,1007767,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,109,0,0.0,28400000,1007743,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),14,0,0.0,6090000,9050507,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),128,0,0.0,40290000,1007743,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,1940000,1007778,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),19,0,0.0,1500000,1007765,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,4,0,0.0,1730000,1007778,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),31,0,0.0,14910000,1007802,2356,Computers
2016-04-11,394914754,Hindware Rimless video promotion,5,0,0.0,5240000,1007765,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007795,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050490,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007749,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,3350000,9050494,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,2,0,0.0,0,9050494,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,3650000,9040170,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,3220000,9050487,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,6620000,9040170,2356,Computers
2016-04-11,394914754,Hindware Rimless video promotion,2,0,0.0,2690000,9040167,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),17,0,0.0,6830000,1007808,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,1590000,9050514,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),75,0,0.0,32200000,9040167,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),20,0,0.0,7440000,1007812,2356,Mobile devices with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,4,0,0.0,0,1007826,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007772,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007826,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050514,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),53,0,0.0,21150000,1007808,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),11,0,0.0,0,9040168,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),16,0,0.0,1220000,1007815,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),30,0,0.0,12250000,9040237,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,1007790,2356,Tablets with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,45,0,0.0,35690000,1007759,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,1007747,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),21,0,0.0,16760000,9040181,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,3040000,1007814,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,3610000,1007747,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),28,0,0.0,14770000,9040237,2356,Mobile devices with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,7820000,9040237,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040172,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,20,0,0.0,6210000,9040239,2356,Mobile devices with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,2,0,0.0,0,9040229,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,1890000,1007747,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,3,0,0.0,0,1007745,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),43,0,0.0,8810000,9040229,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007768,2356,Other
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040235,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,1520000,9040212,2356,Tablets with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,1590000,9040239,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),35,0,0.0,1490000,9040181,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),44,0,0.0,11800000,9040181,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),79,0,0.0,36130000,9040229,2356,Mobile devices with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,7,0,0.0,6350000,1007796,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,0,9040197,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),17,0,0.0,4910000,9040212,2356,Mobile devices with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040241,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,2910000,1007814,2356,Other
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,3340000,9050486,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),456,0,0.0,177070000,1007760,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050527,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9040237,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),28,0,0.0,8850000,9040188,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040199,2356,Tablets with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,2,0,0.0,0,1007810,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040166,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),20,0,0.0,19830000,9050515,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,12,0,0.0,7640000,9050515,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),14,0,0.0,6140000,9040185,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),45,0,0.0,6920000,9040199,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,2730000,9040219,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,2,0,0.0,2870000,1007810,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040199,2356,Other
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),19,0,0.0,3700000,9040199,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,5,0,0.0,0,9040238,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007746,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),39,0,0.0,26420000,1007764,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),63,0,0.0,22470000,1007764,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050477,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,3340000,1007773,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,3000000,1007764,2356,Computers
2016-04-11,394914754,Hindware Rimless video promotion,5,0,0.0,4850000,1007764,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),30,0,0.0,16960000,1007769,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),8,0,0.0,6900000,9050523,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),31,0,0.0,10460000,9050523,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,139,0,0.0,45760000,1007824,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),955,0,0.0,404720000, --,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),30,0,0.0,16750000,9040224,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),15,0,0.0,1410000,1007762,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),24,0,0.0,3360000,1007793,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),83,0,0.0,23230000,1007744,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),233,0,0.0,87720000, --,2356,Tablets with full browsers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),11,0,0.0,3990000,9040224,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),2139,0,0.0,636470000, --,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,0,1007744,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,1420000,9050523,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9040227,2356,Tablets with full browsers
2016-04-11,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007801,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),3457,0,0.0,1132100000,1007740,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,4200000,9040242,2356,Mobile devices with full browsers
2016-04-12,394914754,Hindware Rimless video promotion,40,0,0.0,16160000,9040196,2356,Computers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040196,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050480,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),973,0,0.0,369180000,1007740,2356,Computers
2016-04-17,395092114,Hindwarehome FAN ( Content Targeted),364,0,0.0,112990000,1007740,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,0,9040171,2356,Computers
2016-04-12,394914754,Hindware Rimless video promotion,60,0,0.0,15770000,9040204,2356,Computers
2016-04-11,394914754,Hindware Rimless video promotion,3,0,0.0,4350000,9040196,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,0,1007797,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040171,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050492,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),32,0,0.0,7940000,9040201,2356,Mobile devices with full browsers
2016-04-18,395092114,Hindwarehome FAN ( Content Targeted),23,0,0.0,6330000,9040171,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,24,0,0.0,24140,1007747,2356,Mobile devices with full browsers
2016-04-09,390878914,TNT GDN,122,0,0.0,216430,1007747,2356,Computers
2016-04-08,390878914,TNT GDN,8,0,0.0,11950,1007821,2356,Tablets with full browsers
2016-04-12,390878914,TNT GDN,100,0,0.0,143610,1007827,2356,Mobile devices with full browsers
2016-04-06,390878914,TNT GDN,123,0,0.0,223030,1007796,2356,Tablets with full browsers
2016-04-17,390878914,TNT GDN,343,0,0.0,767510,9040181,2356,Computers
2016-04-07,390878914,TNT GDN,57,0,0.0,71940,1007815,2356,Mobile devices with full browsers
2016-04-01,390878914,TNT GDN,1068,0,0.0,2396130,1007760,2356,Computers
2016-04-09,390878914,TNT GDN,18,0,0.0,56100,9040235,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,462,0,0.0,653070,9040198,2356,Computers
2016-04-01,390878914,TNT GDN,882,0,0.0,1633120,9040212,2356,Computers
2016-04-05,390878914,TNT GDN,21,0,0.0,39390,1007790,2356,Tablets with full browsers
2016-04-03,390878914,TNT GDN,6,0,0.0,6640,1007747,2356,Tablets with full browsers
2016-04-01,390878914,TNT GDN,5,0,0.0,12280,9040172,2356,Computers
2016-04-10,390878914,TNT GDN,293,0,0.0,610120,1007806,2356,Computers
2016-04-05,390878914,TNT GDN,1357,1,0.0,2014840,1007760,2356,Computers
2016-04-05,390878914,TNT GDN,145,0,0.0,212530,9040241,2356,Computers
2016-04-17,390878914,TNT GDN,24,0,0.0,51200,9040172,2356,Computers
2016-04-07,390878914,TNT GDN,6,0,0.0,7890,9050525,2356,Computers
2016-04-09,390878914,TNT GDN,13,0,0.0,7290,1007747,2356,Mobile devices with full browsers
2016-04-04,390878914,TNT GDN,67,0,0.0,87100,1007818,2356,Mobile devices with full browsers
2016-04-03,390878914,TNT GDN,1011,0,0.0,1583180,1007760,2356,Mobile devices with full browsers
2016-04-03,390878914,TNT GDN,120,0,0.0,184090,9040192,2356,Mobile devices with full browsers
2016-04-11,390878914,TNT GDN,113,0,0.0,163900,1007759,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,143,0,0.0,186430,9040235,2356,Mobile devices with full browsers
2016-04-01,390878914,TNT GDN,48,0,0.0,70790,9040237,2356,Mobile devices with full browsers
2016-04-06,390878914,TNT GDN,15,0,0.0,18040,9040180,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,314,0,0.0,451680,9040192,2356,Computers
2016-04-02,390878914,TNT GDN,23,0,0.0,28410,9040229,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,226,0,0.0,277940,1007827,2356,Mobile devices with full browsers
2016-04-07,390878914,TNT GDN,865,0,0.0,1720610,1007786,2356,Computers
2016-04-10,390878914,TNT GDN,46,0,0.0,72720,9040200,2356,Mobile devices with full browsers
2016-04-09,390878914,TNT GDN,238,0,0.0,508570,1007758,2356,Computers
2016-04-12,390878914,TNT GDN,286,0,0.0,337540,9040177,2356,Computers
2016-04-12,390878914,TNT GDN,7,0,0.0,25550,9050513,2356,Tablets with full browsers
2016-04-09,390878914,TNT GDN,11,0,0.0,10010,9040177,2356,Tablets with full browsers
2016-04-03,390878914,TNT GDN,384,0,0.0,547970,9040213,2356,Computers
2016-04-15,390878914,TNT GDN,76,0,0.0,125300,1007792,2356,Tablets with full browsers
