Day,Campaign ID,Campaign,Impressions,Clicks,All conv.,Cost,City,Country/Territory,Device
2016-04-13,390878914,TNT GDN,8,0,0.0,6230,9050528,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1390,0,0.0,455690000,1007796,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),25,0,0.0,5600000,9040227,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),128,0,0.0,47050000,1007743,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),24,0,0.0,6130000,9040223,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007817,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007758,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050512,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),97,0,0.0,26510000,1007810,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,0,9050513,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),99,0,0.0,37030000,1007753,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,2270000,9050508,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,2870000,9050484,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040171,2356,Other
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),40,0,0.0,14160000,9040232,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),12,0,0.0,7780000,9050479,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,4710000,9050479,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,2330000,9040183,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040177,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),11,0,0.0,2960000,9050531,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),157,0,0.0,34830000,1007820,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,0,9040244,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040177,2356,Other
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),265,0,0.0,74120000,1007826,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,3270000,9040234,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9040197,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),6,0,0.0,0,9040229,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040242,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),679,0,0.0,285580000,9040245,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,3970000,1007766,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9050514,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),24,0,0.0,17920000,9040178,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),58,0,0.0,29290000,1007801,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,3330000,9040222,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007801,2356,Other
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,1007769,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),27,0,0.0,2530000,1007812,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,0,9050506,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9040191,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),279,0,0.0,93670000,1007768,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),24,0,0.0,2940000,9040201,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050520,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),607,0,0.0,244940000,1007788,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),154,0,0.0,53890000, --,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),36,0,0.0,2700000,1007790,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,2560000,9040190,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),12,0,0.0,4560000,9040241,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,2020000,9040235,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),25,0,0.0,4630000,9040217,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),18,0,0.0,12380000,9040195,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),148,0,0.0,49710000,1007745,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9050502,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,6250000,1007821,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),28,0,0.0,5470000,9040224,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040208,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),16,0,0.0,6080000,1007744,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050528,2356,Computers
2016-04-14,390878914,TNT GDN,1710,1,0.0,3053410,1007751,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,14,0,0.0,18970,1007777,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040233,2356,Computers
2016-04-16,390878914,TNT GDN,7,0,0.0,1310,1007777,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,54,0,0.0,73330,9040233,2356,Computers
2016-04-15,390878914,TNT GDN,23,0,0.0,17750,9050489,2356,Computers
2016-04-14,390878914,TNT GDN,100,0,0.0,141550,9050510,2356,Computers
2016-04-16,390878914,TNT GDN,15,0,0.0,29600,9040233,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,2,0,0.0,2510,9050488,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,4,0,0.0,6900,9040233,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,129,0,0.0,249300,9040168,2356,Computers
2016-04-16,390878914,TNT GDN,106,0,0.0,204190,9040200,2356,Computers
2016-04-13,390878914,TNT GDN,87,0,0.0,65380,1007748,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,12,0,0.0,16490,9050486,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,376,0,0.0,769450,1007772,2356,Computers
2016-04-15,390878914,TNT GDN,471,0,0.0,801030,1007772,2356,Computers
2016-04-14,390878914,TNT GDN,34,0,0.0,27530,9040223,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,5,0,0.0,3540,9050486,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,220,0,0.0,483040,1007814,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007776,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,264,0,0.0,539970,1007797,2356,Computers
2016-04-15,390878914,TNT GDN,167,0,0.0,228500,9040227,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,6,0,0.0,15330,1007815,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,67,0,0.0,76950,1007779,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,123,0,0.0,170450,9050511,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,425,0,0.0,721420,9050511,2356,Computers
2016-04-13,390878914,TNT GDN,50,0,0.0,75630,1007810,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007779,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,327,0,0.0,427290,1007810,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,2910000,1007742,2356,Computers
2016-04-14,390878914,TNT GDN,295,0,0.0,597470,9040189,2356,Computers
2016-04-16,390878914,TNT GDN,109,0,0.0,102460,9040192,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,5,0,0.0,7260,9040171,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,11,0,0.0,19790,9040213,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,283,0,0.0,627070,9040205,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,2,0,0.0,0,9040192,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,55,0,0.0,54710,9040171,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,10,0,0.0,10390,1007816,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,20,0,0.0,23610,9050483,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,20,0,0.0,26090,9040177,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,963,0,0.0,1317060,1007760,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,82,0,0.0,93490,9040221,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,21,1,0.0,25530,9040177,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,17,0,0.0,30120,9040221,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,16,0,0.0,15100,9040244,2356,Mobile devices with full browsers
2016-04-15,390878914,TNT GDN,1200,0,0.0,1778750,9040231,2356,Computers
2016-04-15,390878914,TNT GDN,253,0,0.0,465920,9040181,2356,Computers
2016-04-13,390878914,TNT GDN,3,0,0.0,0,9040236,2356,Mobile devices with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,9040181,2356,Computers
2016-04-13,390878914,TNT GDN,2,0,0.0,4940,1007747,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,6,0,0.0,2370,9050490,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,406,0,0.0,823890,1007812,2356,Computers
2016-04-16,390878914,TNT GDN,15,0,0.0,32550,1007741,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,391,0,0.0,785140,9040209,2356,Computers
2016-04-13,390878914,TNT GDN,54,0,0.0,69230,9050506,2356,Computers
2016-04-14,390878914,TNT GDN,2,0,0.0,0,9050492,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,27,0,0.0,35940,9040209,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,16,0,0.0,33290,1007812,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,2,0,0.0,290,9050492,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,63,0,0.0,62780,1007778,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,85,0,0.0,87600,1007741,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,61,0,0.0,89660,9050524,2356,Computers
2016-04-14,390878914,TNT GDN,3626,0,0.0,6217940,9040245,2356,Computers
2016-04-16,390878914,TNT GDN,434,0,0.0,853220,1007806,2356,Computers
2016-04-16,390878914,TNT GDN,43,0,0.0,32330,9050509,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,1,0,0.0,3170,1007766,2356,Tablets with full browsers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007766,2356,Computers
2016-04-16,390878914,TNT GDN,69,0,0.0,168700,9040228,2356,Computers
2016-04-14,390878914,TNT GDN,1025,0,0.0,1751050,1007802,2356,Computers
2016-04-14,390878914,TNT GDN,218,0,0.0,224720,1007819,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,34,0,0.0,56560,9040175,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,670,0,0.0,1067640,9040175,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,1,0,0.0,0,1007800,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,3,0,0.0,3870,9040225,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,2,0,0.0,0,9040201,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,8,0,0.0,7550,1007795,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,10,0,0.0,15570,1007767,2356,Tablets with full browsers
2016-04-15,390878914,TNT GDN,16,0,0.0,21540,9050516,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,57,0,0.0,92830,9040190,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,1610000,1007746,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,2150000,9050487,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,1870000,9040179,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),31,0,0.0,4850000,9040170,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,1580000,9050481,2356,Other
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),27,0,0.0,15600000,1007772,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),20,0,0.0,3120000,9050507,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040243,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,2860000,1007793,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,2340000,9050519,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),51,0,0.0,29950000,1007783,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,2400000,9040171,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),12,0,0.0,5930000,9050513,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),58,0,0.0,20680000,9040216,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),33,0,0.0,3850000,9040189,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9050483,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),40,0,0.0,9670000,9040205,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),14,0,0.0,6410000,9050515,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),21,0,0.0,5820000,9040239,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040183,2356,Other
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),45,0,0.0,15530000,9040177,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,0,9040177,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),60,0,0.0,25090000,1007820,2356,Computers
2016-04-13,390878914,TNT GDN,3,0,0.0,9690,9040232,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),19,0,0.0,17610000,1007826,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),44,0,0.0,31780000,9040246,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),130,0,0.0,51850000,1007792,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,9040231,2356,Other
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),9,0,0.0,5030000,9040236,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,0,1007747,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),14,0,0.0,2120000,9050491,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,3340000,9040242,2356,Computers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050503,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,137,0,0.0,132780,9040212,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,8,0,0.0,13660,9040199,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,8,0,0.0,20740,1007821,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,74,0,0.0,108290,1007749,2356,Tablets with full browsers
2016-04-16,390878914,TNT GDN,342,0,0.0,715310,9040199,2356,Computers
2016-04-13,394914754,Hindware Rimless video promotion,2,0,0.0,1400000,9040217,2356,Computers
2016-04-15,390878914,TNT GDN,34,0,0.0,66500,9040224,2356,Mobile devices with full browsers
2016-04-14,390878914,TNT GDN,46,0,0.0,86610,1007774,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,121,0,0.0,191340,9040199,2356,Mobile devices with full browsers
2016-04-13,390878914,TNT GDN,39,0,0.0,82280,1007764,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,46,0,0.0,145910,1007744,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,3,0,0.0,8140,9040210,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,1,0,0.0,0,9050477,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),4,0,0.0,0,9040242,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),10,0,0.0,3820000,9050491,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),12,0,0.0,1610000,9050509,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,0,1007785,2356,Other
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),42,0,0.0,8730000,1007741,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,0,9050505,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),1037,0,0.0,519290000,1007785,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),20,0,0.0,13290000,9040169,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),260,0,0.0,60900000,9040175,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),25,0,0.0,6390000,9040201,2356,Mobile devices with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),2,0,0.0,0,9040190,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),3,0,0.0,3230000,9040241,2356,Tablets with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),5,0,0.0,1550000,9050498,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),40,0,0.0,17720000,9040217,2356,Mobile devices with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),37,0,0.0,9380000,9040202,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),29,0,0.0,8240000,1007745,2356,Computers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),18,0,0.0,8060000,1007808,2356,Computers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,3800000,9040212,2356,Tablets with full browsers
2016-04-14,395092114,Hindwarehome FAN ( Content Targeted),94,0,0.0,18350000,9040202,2356,Mobile devices with full browsers
2016-04-16,395092114,Hindwarehome FAN ( Content Targeted),1,0,0.0,2710000,9040188,2356,Tablets with full browsers
2016-04-15,395092114,Hindwarehome FAN ( Content Targeted),7,0,0.0,3560000,1007754,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,24,0,0.0,18830,9050518,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,658,1,0.0,1185460,1007777,2356,Computers
2016-04-14,390878914,TNT GDN,9,0,0.0,0,9050488,2356,Mobile devices with full browsers
2016-04-16,390878914,TNT GDN,3,0,0.0,3440,9040168,2356,Tablets with full browsers
2016-04-13,390878914,TNT GDN,2,0,0.0,4850,9050510,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,55,0,0.0,106940,1007776,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,10,0,0.0,20210,1007797,2356,Tablets with full browsers
2016-04-14,390878914,TNT GDN,112,0,0.0,211760,1007743,2356,Tablets with full browsers
